sex,recency,history,mens_product_purchase,womens_product_purchase,area_classification,newbie,channel,segment,visit,conversion,spend
女性,2,39072,0,1,都会,0,複数,送付あり,1,0,0
女性,11,9805,0,1,地方,1,スマートフォン,送付なし,0,0,0
女性,8,32389,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,4,24909,0,1,都会,1,ウェブ,送付なし,1,0,0
女性,4,31881,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,7,18228,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,10,13682,0,1,都会,1,ウェブ,送付なし,0,0,0
女性,4,47150,0,1,地方,0,ウェブ,送付なし,0,0,0
男性,10,9759,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,3,12715,1,0,地方,1,スマートフォン,送付なし,0,0,0
女性,3,2999,1,0,郊外,1,スマートフォン,送付あり,1,0,0
男性,6,5237,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,7,9478,0,1,都会,1,スマートフォン,送付なし,1,0,0
男性,7,2999,1,0,郊外,1,スマートフォン,送付あり,0,0,0
女性,1,47517,0,1,都会,0,複数,送付あり,1,0,0
男性,2,39300,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,11,5742,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,1,16503,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,3,68693,1,1,郊外,1,複数,送付あり,0,0,0
女性,3,2999,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,2,28527,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,7,11608,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,2,29208,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,2,13979,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,1,74956,1,0,都会,1,複数,送付なし,1,0,0
男性,8,20684,0,1,地方,0,ウェブ,送付なし,0,0,0
男性,9,27786,1,1,都会,0,ウェブ,送付なし,0,0,0
女性,12,2999,0,1,郊外,0,ウェブ,送付なし,0,0,0
女性,8,5083,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,3,20342,1,0,都会,0,スマートフォン,送付なし,1,0,0
女性,3,42426,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,9,49770,0,1,都会,0,複数,送付あり,1,0,0
女性,12,3052,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,7,2999,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,3,84664,1,1,郊外,1,複数,送付なし,0,0,0
男性,1,8429,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,10,5843,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,8,50511,1,0,郊外,1,ウェブ,送付あり,1,0,0
男性,11,5285,1,0,地方,0,ウェブ,送付あり,1,0,0
男性,3,59435,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,9,2999,1,0,都会,1,ウェブ,送付なし,0,0,0
女性,5,19252,1,0,地方,0,ウェブ,送付あり,1,0,0
男性,3,20983,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,3,20547,1,0,郊外,0,スマートフォン,送付なし,1,0,0
女性,2,2999,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,2,19653,1,0,地方,1,ウェブ,送付なし,1,0,0
女性,6,2999,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,7,16546,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,3,55774,0,1,郊外,1,ウェブ,送付なし,1,0,0
男性,6,13440,0,1,都会,1,ウェブ,送付あり,0,0,0
男性,10,25358,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,4,19815,1,0,郊外,0,ウェブ,送付なし,1,0,0
女性,6,52920,1,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,5,101641,1,1,都会,1,スマートフォン,送付なし,0,0,0
女性,7,4304,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,2,20716,1,0,地方,0,ウェブ,送付あり,1,0,0
男性,9,85935,1,0,郊外,1,複数,送付なし,0,0,0
男性,3,9007,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,1,36541,0,1,都会,1,スマートフォン,送付あり,1,0,0
男性,2,27260,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,10,18776,1,0,地方,0,スマートフォン,送付なし,0,0,0
男性,9,5183,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,4,2999,1,0,地方,0,スマートフォン,送付あり,1,0,0
女性,8,35739,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,2,5039,1,0,都会,0,ウェブ,送付あり,1,1,49900
女性,4,2999,1,0,地方,0,スマートフォン,送付あり,1,0,0
男性,2,15629,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,10,2999,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,6,6247,0,1,都会,1,スマートフォン,送付あり,0,0,0
女性,1,53116,1,1,郊外,1,ウェブ,送付なし,0,0,0
男性,2,139072,1,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,9,7061,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,9,15165,1,0,地方,1,ウェブ,送付なし,0,0,0
男性,3,12190,0,1,都会,1,スマートフォン,送付なし,1,0,0
男性,2,22528,1,1,都会,0,複数,送付なし,1,0,0
男性,4,7827,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,3,29014,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,9,3467,0,1,地方,0,スマートフォン,送付あり,1,0,0
女性,1,132091,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,11,11951,1,0,地方,1,スマートフォン,送付あり,0,0,0
男性,1,10977,1,0,地方,1,スマートフォン,送付なし,1,0,0
男性,12,60279,0,1,都会,1,スマートフォン,送付あり,0,0,0
男性,10,11723,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,2,38182,0,1,郊外,0,ウェブ,送付なし,1,0,0
男性,3,8385,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,2,11239,0,1,郊外,1,スマートフォン,送付なし,1,0,0
女性,12,2999,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,6,4566,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,5,6304,0,1,地方,1,ウェブ,送付あり,0,0,0
女性,1,29369,0,1,都会,1,ウェブ,送付あり,1,0,0
男性,3,12546,1,0,都会,0,ウェブ,送付なし,1,0,0
男性,5,9651,0,1,郊外,0,ウェブ,送付なし,0,0,0
男性,11,25077,1,1,郊外,0,ウェブ,送付あり,1,0,0
女性,4,37411,0,1,都会,1,スマートフォン,送付あり,1,0,0
女性,7,15288,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,6,10932,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,2,41968,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,7,14552,1,0,都会,1,スマートフォン,送付あり,0,0,0
男性,8,2999,0,1,都会,1,ウェブ,送付なし,1,0,0
男性,5,2999,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,9,20121,0,1,郊外,0,複数,送付あり,1,0,0
男性,6,6798,1,0,都会,1,ウェブ,送付あり,1,0,0
男性,6,37658,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,5,3442,0,1,地方,1,ウェブ,送付あり,0,0,0
男性,3,7956,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,3,78384,1,1,都会,1,複数,送付あり,0,0,0
女性,10,6768,1,0,地方,1,ウェブ,送付なし,0,0,0
女性,1,10544,0,1,都会,1,スマートフォン,送付あり,1,0,0
女性,5,47643,0,1,地方,0,複数,送付なし,0,0,0
男性,6,5511,1,0,地方,0,スマートフォン,送付あり,1,0,0
女性,10,62911,0,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,1,3210,0,1,郊外,0,ウェブ,送付なし,0,0,0
男性,11,7189,1,0,郊外,1,ウェブ,送付なし,0,0,0
女性,1,37415,1,0,郊外,0,スマートフォン,送付なし,1,0,0
男性,11,2999,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,10,54035,0,1,地方,1,ウェブ,送付あり,0,0,0
男性,11,2999,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,10,4916,0,1,地方,1,ウェブ,送付なし,0,0,0
女性,10,19678,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,4,2999,0,1,都会,1,ウェブ,送付あり,0,0,0
男性,9,10627,0,1,都会,1,ウェブ,送付なし,1,0,0
男性,1,118810,1,1,郊外,1,ウェブ,送付なし,1,0,0
男性,2,6382,1,0,郊外,0,スマートフォン,送付なし,1,0,0
男性,4,2999,0,1,郊外,1,ウェブ,送付なし,0,0,0
男性,7,11860,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,4,103148,1,1,郊外,1,ウェブ,送付あり,0,0,0
男性,8,2999,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,10,11389,0,1,地方,0,ウェブ,送付なし,0,0,0
女性,5,15336,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,6,16906,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,1,29639,1,0,郊外,0,複数,送付なし,1,0,0
女性,10,10580,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,10,48722,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,2,100403,0,1,郊外,1,スマートフォン,送付なし,1,0,0
女性,2,76442,1,1,郊外,1,複数,送付なし,1,0,0
女性,10,17630,0,1,郊外,0,スマートフォン,送付なし,0,0,0
男性,9,15069,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,1,2999,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,7,2999,1,0,地方,1,スマートフォン,送付なし,1,0,0
男性,8,3857,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,3,21131,1,0,都会,0,ウェブ,送付なし,1,0,0
男性,1,24149,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,8,15218,0,1,地方,0,スマートフォン,送付なし,0,0,0
男性,2,134472,1,0,地方,1,スマートフォン,送付あり,0,0,0
男性,7,6413,1,0,都会,1,スマートフォン,送付あり,1,1,22899
女性,1,23977,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,9,40293,1,0,都会,0,スマートフォン,送付なし,0,0,0
女性,5,9576,1,0,都会,1,スマートフォン,送付なし,1,0,0
女性,4,2999,1,0,都会,1,ウェブ,送付なし,1,0,0
男性,2,50453,0,1,都会,1,ウェブ,送付あり,0,0,0
男性,3,47736,0,1,地方,1,複数,送付あり,0,0,0
男性,1,23430,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,4,34123,0,1,都会,0,複数,送付あり,1,0,0
男性,9,40084,1,1,都会,0,ウェブ,送付あり,1,0,0
男性,6,4809,1,0,郊外,1,スマートフォン,送付あり,1,0,0
女性,8,6344,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,7,18124,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,5,6769,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,9,11902,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,2,47972,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,5,8919,0,1,都会,1,スマートフォン,送付なし,1,0,0
女性,9,21426,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,10,2999,1,0,郊外,1,ウェブ,送付なし,1,0,0
男性,9,6493,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,1,36856,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,1,21749,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,10,3794,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,5,10269,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,2,4504,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,10,9734,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,2,4336,0,1,郊外,0,スマートフォン,送付なし,0,0,0
男性,10,3514,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,2,14883,1,0,都会,0,スマートフォン,送付なし,1,0,0
男性,2,12388,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,1,4971,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,3,71221,1,1,郊外,1,複数,送付なし,0,0,0
女性,9,20376,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,6,21263,1,1,都会,0,複数,送付あり,1,0,0
男性,3,48183,1,1,都会,0,ウェブ,送付あり,1,0,0
女性,10,3565,1,0,都会,1,スマートフォン,送付なし,0,0,0
女性,8,15436,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,8,10815,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,4,53608,1,1,都会,1,複数,送付なし,0,0,0
男性,8,30783,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,1,14980,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,3,2999,0,1,都会,1,スマートフォン,送付なし,1,0,0
女性,8,37593,1,0,郊外,0,複数,送付あり,1,0,0
男性,10,37657,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,4,26613,0,1,都会,1,複数,送付なし,1,0,0
女性,4,16902,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,8,13508,0,1,郊外,1,スマートフォン,送付あり,1,1,14958
女性,11,8213,0,1,都会,1,スマートフォン,送付あり,0,0,0
男性,10,32923,1,0,地方,1,スマートフォン,送付あり,0,0,0
男性,10,13956,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,7,16812,0,1,都会,1,スマートフォン,送付なし,0,0,0
男性,4,11860,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,3,124775,1,1,都会,1,複数,送付なし,0,0,0
男性,1,7273,0,1,地方,0,スマートフォン,送付なし,0,0,0
男性,6,15382,1,0,都会,1,ウェブ,送付あり,1,0,0
男性,9,2999,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,5,55521,0,1,都会,1,ウェブ,送付あり,0,0,0
男性,10,5932,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,6,2999,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,11,8910,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,2,23262,0,1,郊外,0,ウェブ,送付なし,1,0,0
女性,11,22837,1,0,郊外,1,複数,送付あり,0,0,0
男性,3,37338,1,1,都会,0,スマートフォン,送付あり,1,0,0
女性,6,10473,0,1,郊外,1,ウェブ,送付なし,1,0,0
男性,1,24674,0,1,地方,0,スマートフォン,送付なし,0,0,0
男性,5,38372,1,1,都会,0,複数,送付あり,1,0,0
女性,1,24412,1,1,都会,1,スマートフォン,送付あり,0,0,0
男性,5,2999,0,1,郊外,1,スマートフォン,送付あり,1,0,0
女性,1,24189,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,7,22347,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,10,4360,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,10,4500,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,4,6280,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,6,23544,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,1,33841,0,1,都会,1,ウェブ,送付なし,0,0,0
女性,12,4460,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,7,2999,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,9,20182,1,1,都会,1,スマートフォン,送付あり,0,0,0
女性,1,55490,0,1,地方,1,複数,送付なし,1,0,0
男性,10,6006,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,5,15090,0,1,都会,1,スマートフォン,送付なし,1,0,0
女性,9,45866,1,0,地方,0,ウェブ,送付なし,0,0,0
女性,2,8416,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,2,3368,0,1,都会,1,スマートフォン,送付あり,0,0,0
女性,3,49789,0,1,都会,0,複数,送付あり,1,0,0
女性,9,3269,1,0,郊外,1,スマートフォン,送付なし,1,0,0
女性,2,12564,0,1,都会,0,スマートフォン,送付なし,1,0,0
女性,8,19043,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,12,9160,0,1,地方,0,スマートフォン,送付あり,1,0,0
女性,1,7567,0,1,地方,0,ウェブ,送付あり,1,0,0
女性,10,38676,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,1,55314,0,1,都会,1,複数,送付なし,0,0,0
男性,7,18301,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,1,24536,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,7,25745,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,2,11741,0,1,郊外,1,スマートフォン,送付なし,1,0,0
女性,1,21804,1,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,7,2999,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,12,33702,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,5,2999,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,2,5368,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,1,29208,1,0,地方,1,スマートフォン,送付あり,1,0,0
男性,2,2999,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,6,10539,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,1,32279,0,1,都会,0,ウェブ,送付なし,1,0,0
女性,3,10548,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,7,42414,0,1,郊外,0,複数,送付あり,1,0,0
女性,3,12298,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,10,4478,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,10,53653,1,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,1,22120,1,1,都会,0,スマートフォン,送付なし,1,0,0
女性,1,30589,0,1,郊外,0,スマートフォン,送付なし,1,0,0
男性,5,27814,1,1,地方,1,ウェブ,送付なし,1,0,0
女性,4,19525,0,1,郊外,0,ウェブ,送付なし,0,0,0
女性,2,29726,1,0,都会,1,複数,送付あり,0,0,0
男性,3,93686,1,0,都会,1,複数,送付あり,0,0,0
女性,9,9497,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,2,42870,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,1,47307,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,2,18365,1,0,地方,0,スマートフォン,送付なし,0,0,0
女性,1,4910,1,0,都会,1,スマートフォン,送付あり,1,0,0
女性,5,24710,1,0,郊外,0,複数,送付なし,1,0,0
男性,5,53479,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,2,24233,1,1,郊外,0,複数,送付あり,1,0,0
女性,12,9025,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,10,17148,1,0,都会,1,スマートフォン,送付なし,0,0,0
女性,5,21609,1,0,都会,1,スマートフォン,送付あり,0,0,0
男性,12,2999,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,1,54679,0,1,都会,1,複数,送付あり,0,0,0
男性,2,2999,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,3,7927,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,2,35531,1,0,郊外,1,複数,送付あり,0,0,0
男性,7,7100,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,7,22675,1,1,郊外,0,ウェブ,送付なし,0,0,0
男性,1,14575,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,1,3308,0,1,都会,1,スマートフォン,送付なし,1,0,0
女性,3,59973,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,1,2999,0,1,都会,1,スマートフォン,送付あり,0,0,0
女性,6,6659,1,0,郊外,0,スマートフォン,送付なし,1,0,0
男性,9,3953,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,6,84091,1,0,都会,1,複数,送付あり,0,0,0
女性,8,2999,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,11,6855,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,3,2999,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,6,62195,0,1,都会,1,複数,送付あり,1,0,0
男性,6,12869,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,7,2999,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,9,24166,1,0,都会,1,複数,送付なし,0,0,0
女性,10,2999,1,0,地方,0,スマートフォン,送付あり,1,0,0
男性,3,23569,1,0,地方,0,ウェブ,送付なし,1,0,0
男性,4,41413,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,3,23070,1,0,都会,1,ウェブ,送付なし,0,0,0
女性,3,94812,1,0,郊外,1,複数,送付なし,0,0,0
男性,9,8095,1,0,郊外,1,スマートフォン,送付あり,0,0,0
女性,8,14847,0,1,郊外,0,ウェブ,送付なし,0,0,0
女性,4,45873,1,0,都会,0,スマートフォン,送付なし,1,0,0
女性,5,13368,1,0,地方,1,スマートフォン,送付あり,1,0,0
女性,8,2999,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,11,50112,0,1,都会,1,スマートフォン,送付あり,0,0,0
女性,2,2999,0,1,地方,0,ウェブ,送付あり,1,0,0
男性,9,2999,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,10,2999,0,1,地方,0,ウェブ,送付なし,0,0,0
男性,10,6861,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,5,15182,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,2,22638,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,4,38260,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,11,8145,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,1,3840,1,0,都会,1,ウェブ,送付なし,0,0,0
女性,11,46052,1,0,郊外,1,複数,送付あり,0,0,0
男性,10,2999,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,9,3500,1,0,都会,1,ウェブ,送付なし,1,0,0
男性,10,14706,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,8,6909,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,10,26595,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,5,17549,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,3,27551,1,0,郊外,0,ウェブ,送付なし,1,0,0
女性,1,122945,1,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,3,6350,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,9,3832,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,2,27077,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,2,23675,1,1,郊外,0,ウェブ,送付なし,0,0,0
女性,11,2999,0,1,都会,1,スマートフォン,送付あり,0,0,0
男性,12,2999,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,10,5325,0,1,郊外,0,ウェブ,送付なし,1,0,0
男性,7,9212,0,1,郊外,1,ウェブ,送付なし,0,0,0
男性,10,41989,1,0,郊外,0,複数,送付なし,1,0,0
女性,4,120674,1,0,都会,1,スマートフォン,送付あり,0,0,0
男性,1,32702,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,10,7630,0,1,郊外,0,ウェブ,送付なし,1,0,0
男性,2,11648,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,10,18601,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,2,7297,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,5,51167,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,1,61659,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,9,47944,1,0,郊外,0,複数,送付あり,1,0,0
男性,4,2999,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,10,15994,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,9,8186,1,0,郊外,1,スマートフォン,送付あり,0,0,0
男性,11,4907,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,9,18378,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,11,26962,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,2,7745,0,1,郊外,0,スマートフォン,送付なし,1,0,0
男性,8,2999,1,0,地方,1,ウェブ,送付なし,0,0,0
女性,6,2999,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,3,34793,1,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,10,11068,1,0,都会,1,スマートフォン,送付あり,0,0,0
男性,10,25835,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,10,25162,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,1,32200,1,1,都会,0,複数,送付あり,1,0,0
男性,4,2999,1,0,地方,0,ウェブ,送付なし,0,0,0
男性,3,33165,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,7,8403,1,0,郊外,0,スマートフォン,送付なし,1,0,0
女性,12,18436,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,11,6781,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,10,19430,0,1,都会,0,スマートフォン,送付なし,0,0,0
男性,10,4353,1,0,地方,0,ウェブ,送付あり,1,0,0
女性,10,22292,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,10,11427,0,1,地方,0,スマートフォン,送付あり,1,0,0
男性,3,3728,1,0,郊外,0,ウェブ,送付なし,1,0,0
男性,4,35234,0,1,都会,0,複数,送付なし,0,0,0
女性,11,16330,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,1,122500,1,0,郊外,1,複数,送付あり,0,0,0
女性,2,12694,1,0,郊外,1,スマートフォン,送付なし,0,0,0
女性,5,28137,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,10,9365,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,10,17326,0,1,都会,1,ウェブ,送付なし,0,0,0
女性,12,38577,1,0,地方,0,スマートフォン,送付なし,0,0,0
女性,10,28906,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,4,3418,0,1,都会,1,スマートフォン,送付あり,0,0,0
女性,8,2999,0,1,郊外,1,ウェブ,送付なし,0,0,0
男性,1,70453,1,1,都会,1,スマートフォン,送付あり,0,0,0
女性,2,39009,0,1,都会,1,ウェブ,送付なし,0,0,0
女性,4,35659,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,8,17389,0,1,地方,1,ウェブ,送付あり,0,0,0
男性,4,105497,1,0,都会,1,ウェブ,送付なし,0,0,0
女性,10,34400,0,1,郊外,0,スマートフォン,送付なし,0,0,0
男性,9,20957,0,1,都会,1,スマートフォン,送付あり,0,0,0
女性,9,68962,0,1,郊外,1,ウェブ,送付なし,0,0,0
男性,10,23369,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,5,8156,0,1,郊外,1,ウェブ,送付なし,0,0,0
男性,2,114054,1,1,郊外,1,スマートフォン,送付なし,1,0,0
女性,6,8800,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,10,3625,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,4,6278,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,12,14369,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,7,2999,0,1,地方,0,スマートフォン,送付あり,1,0,0
女性,4,11569,1,0,都会,0,スマートフォン,送付なし,1,0,0
男性,6,8732,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,3,14513,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,3,3047,1,0,郊外,1,ウェブ,送付あり,1,0,0
女性,12,8644,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,11,15490,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,11,73973,0,1,地方,1,複数,送付なし,0,0,0
女性,8,13538,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,5,17226,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,9,6955,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,2,30019,0,1,郊外,0,複数,送付なし,0,0,0
女性,7,7220,1,0,地方,1,ウェブ,送付あり,0,0,0
男性,10,3810,0,1,地方,0,スマートフォン,送付あり,1,0,0
